   log t (ps)      log MSD(A2)@ 5 K     log MSD(A2)@ 10 K   log MSD(A2)@ 20 K   log MSD(A2)@ 30 K   log MSD(A2)@ 60 K   log MSD(A2)@ 100 K  log MSD(A2)@ 300 K  log MSD(A2)@ 500 K    
    2.5988          5.14612202          4.89393479          3.88077978          3.46515756          2.84364977          2.30090124          1.85934743          1.25980717 
    2.5990          5.14653915          4.89427172          3.88111551          3.46535459          2.84385051          2.30112852          1.85967420          1.25968573 
    2.5992          5.14695734          4.89460609          3.88144986          3.46555706          2.84406433          2.30133634          1.86004395          1.25954743 
    2.5994          5.14737399          4.89494208          3.88178471          3.46575912          2.84429068          2.30152698          1.86044516          1.25941003 
    2.5997          5.14778965          4.89527487          3.88211754          3.46596329          2.84453117          2.30171773          1.86087771          1.25928260 
    2.5999          5.14820397          4.89560331          3.88244822          3.46616547          2.84478380          2.30191029          1.86135247          1.25917145 
    2.6001          5.14862343          4.89593054          3.88277806          3.46636369          2.84504969          2.30210749          1.86185833          1.25906987 
    2.6003          5.14904367          4.89625790          3.88311433          3.46656360          2.84532642          2.30231890          1.86238971          1.25893740 
    2.6005          5.14946247          4.89658655          3.88344894          3.46676207          2.84561130          2.30251915          1.86291996          1.25879487 
    2.6008          5.14988198          4.89691626          3.88378399          3.46695741          2.84589972          2.30272127          1.86343689          1.25867007 
